146799982,18,0
146799974.9218758,24.29707317257153,0.7810510227657659
146799965.3675595,32.797097091668064,1.8353434157438926
146799952.47078714,44.27074520190898,3.258467660344209
146799935.0622441,59.7583003091874,5.1794556033549455
146799911.56354702,80.66397312944926,7.772479855360615
146799879.8441376,108.88321624834921,11.272646142645812
146799837.02811337,146.97457590319345,15.997310731633206
146799779.23348215,198.39166145657083,22.374856391205583
146799701.22020188,267.7962619236795,30.983536196580758
146799595.91509715,361.48099408029407,42.6039087724796
146799453.7705851,487.9397935627419,58.28962134733615
146799261.8990798,658.6379575139553,79.46296268639264
146799002.9046157,889.051526670737,108.04385762901813
146798653.30579638,1200.0701905340916,146.62401308109702
146798181.40715417,1619.8908142068158,198.7020316205253
146797544.42605487,2186.573087337271,269.0008577976073
146796684.6148926,2951.4886799422925,363.89642745574065
146795524.0274243,3983.976031175066,491.99654451925653
146793957.45552206,5377.62171563079,664.9227623088154
146791842.89739648,7258.735911099029,898.3666924258941
146788988.69572914,9797.78678894463,1213.5174819189033
146785136.1844063,13224.823945981265,1638.9916477084153
146779936.27930215,17850.277245497833,2213.443452352156
146772917.90673044,24092.99492757934,2989.09834197742
146763445.43632206,32518.023226046225,4036.540451890567
146750661.31216624,43887.48023169668,5451.207602059527
146733408.77772903,59229.00442021401,7362.217850751564
146710127.86471835,79927.74347281698,9944.391808835237
146678715.5364889,107849.7867519064,13434.67675920295
146636337.88902676,145507.438997198,18154.671976040932
146579178.4418784,196279.88019852835,24541.677923063457
146502101.61928448,264706.6099010874,33191.77081443177
146398204.39125338,356875.5666294771,44920.042117140954
146258221.71406126,480932.6125931628,60845.67334557697
146069743.19961596,647743.3139311231,82513.48645292153
145816190.34018216,871739.7503783951,112069.90943944955
145475497.8884004,1171980.7615665183,152521.350033076
145018444.2370652,1573436.7833213892,208118.97961341473
144406592.4408607,2108468.469920383,284939.0892189285
143589850.85369125,2818382.5678021368,391766.57850661315
142503764.53507957,3754790.872858188,541444.5920622433
141066841.4065249,4980233.195353122,752925.398121981
139178545.34646997,6567123.1064934395,1054331.547036592
136719089.39659777,8593548.672226068,1487361.9311761595
133552819.63804114,11133946.502777267,2113233.859181594
129537626.95789002,14242560.887433898,3019812.1546760835
124542994.60629314,17928677.00417342,4328328.389533438
118478112.23776233,22125917.13090166,6195970.631336007
111327895.65655647,26663894.63729813,8808209.706145398
103188464.50168516,31257374.17878958,12354161.319525264
94286930.51151289,35530038.905154526,16983030.583332583
84969018.15806112,39079707.87828113,22751273.96365775
75648059.67817318,41569177.116021745,29582763.20580507
66728529.81467926,42806146.64433694,37265323.540983796
58533258.849233225,42776846.02623661,45489895.12453017
51261622.493909225,41623629.949054904,53914747.55703587
44987425.24698044,39586018.50759603,62226556.245423526
39685611.948623225,36935658.65339445,70178729.39798233
35269384.13112621,33927017.932000466,77603597.93687332
31623488.08892966,30770515.003983933,84405996.90708642
28627565.455965973,27624329.849814944,90548104.69421908
26169527.634484384,24597692.425372947,96032779.94014268
24151532.330714546,21759357.752812587,100889109.91647285
22491417.187251978,19147231.089792274,105161351.72295573
21121769.680140827,16777100.714374103,108901129.60548508
19988010.58376618,14649727.937294908,112162261.4789389
19046249.894506197,12756227.551176064,114997522.55431774
18261279.2028649,11081964.249225425,117456756.54790968
17604841.26404612,9609272.303716442,119585886.43223745
17054203.88724003,8319291.169248452,121426504.94351153
16591014.295132127,7193160.349086588,123015825.35578129
16200392.008136857,6212762.077378774,124386845.91448437
